Town,Box code,Street code,City
TWEEFONTEIN,1022,,KWAMHLANGA
TWEEFONTEIN,0452,,XIPAME
TWEELING,9820,9820,-
TWEESPRUIT,9770,9770,-
TWIN CITY,1052,,NASARET
TWIN PALMS,,7140,STRAND
TWINSVILLE,5880,,CRADOCK
TWINSVILLE,,5930,HOFMEYR
TWO LINE,0493,,SIYABUSWA
TYELEBANE,5024,,CLARKEBURY
TYENI,5180,,QUMBU
TYENI,5191,,-
TYGER MANOR,,7530,BELLVILLE
TYGER VALLEY,7536,7530,BELLVILLE
TYGERVALLEI,7536,7530,BELLVILLE
TYGERBERG,7505,,PAROW
TYGERBERG BUSINESS PARK,,7493,MATROOSFONTEIN
TYGERBERG HILLS,,7530,BELLVILLE
TYGERBERG HEUWELS,,7530,BELLVILLE
TYGERDAL,,7460,GOODWOOD
TYGERHOF EST,,7441,MILNERTON
TYGERHOF LGD,,7441,MILNERTON
TYGERPARK,,7530,BELLVILLE
TYININDINI,9773,9773,-
TYIRA,5190,,QUMBU
TYLDEN,5323,,-
TYOKSVALLEY,,5780,
TYOKSVILLE,,6242,KWANOBUHLE
TYOKSVILLE,,5920,STEYNSBURG
TZANEEN,0850,0850,-
TZANENG MALL,0855,0855,POLOKWANE
UBOMBO,3970,,EMPANGENI
UGIE,5470,,-
UIF,0052,,PRETORIA
WVF,0052,,PRETORIA
UITENHAGE,6230,6229,-
UITKYK,2843,,MADIKWE
UITKYK,,6400,KAREEDOUW
UITSIG,,8423,MANCORP MINE
UITSIG,,8770,
UITSIG,,7655,WELLINGTON
UITSIG,,9301,BLOEMFONTEIN
UITSIG,,7493,RAVENSMEAD
UITSIG,,9499,KROONSTAD
UITVAL,2921,,-
UITVAL,3320,,
UITZICHT,,7550,DURBANVILLE
UITZICHT,,7570,KRAAIFONTEIN
UKUMBAAN,,4091,
ULCO,8390,8390,-
ULCO BLOCK,,8377,
ULCO BLOK,,8377,
ULUNDI,3838,,-
ULUNDI D,3838,,-
ULWAZI,3981,,-
UMASIZAKHE,,6280,GRAAFF-REINET
UMBHEDULA,3609,3609,PINETOWN
UMBILO,4075,4001,DURBAN
UMBOGINTWINI,4120,4126,AMANZIMTOTI
UMBUMBULU,4105,,-
UMDLOTI BEACH,4350,4319,UMHLANGA ROCKS
UMDLOTI HEIGHTS,4340,4339,VERULAM
UMDONI,4193,,
UMDONI VILLAGE,4184,,PENNINGTON
UMGABABA,4126,,AMANZIMTOTI
UMGENI,,4001,DURBAN
UMGENI EST,,3290,HOWICK
UMGENI LGD,,3290,HOWICK
UMGENI HEIGHTS,,4051,DURBAN NORTH
UMGENIHOOGTE,,4051,DURBAN NORTH
UMGENI PARK,4098,4051,DURBAN NORTH
UMHLALI,4390,4390,TONGAAT
UMHLANGA MANORS,4021,4319,UMHLANGA ROCKS
UMHLANGA RIDGE,,4319,UMHLANGA ROCKS
UMHLANGA ROCKS,4320,4319,-
UMHLATHUZE,,3880,EMPANGENI
UMHLATUZANA,4054,4092,CHATSWORTH
UMKHUZA,4342,,NDWEDWE
UMKOMAAS,4170,4170,
UMKOMAAS VALLEY,3742,,-
UMLAAS ROAD,3730,,HAMMARSDALE
UMLAASWEG,3730,,HAMMARSDALE
UMLAZI,4031,4066,
UMLAZI 5 EXT 2,4031,,UMLAZI
UMLAZI 5 UIT 2,4031,,UMLAZI
UMLAZI A1,4089,,UMLAZI
UMLAZI A2,4089,,UMLAZI
UMLAZI AA,4089,,UMLAZI
UMLAZI C,4089,,UMLAZI
UMLAZI C1,4089,,UMLAZI
UMLAZI C2,4089,,UMLAZI
UMLAZI C3,4031,,UMLAZI
UMLAZI CC,4031,,UMLAZI
UMLAZI D3,4031,,UMLAZI
UMLAZI DX1,4144,,UMLAZI
UMLAZI E4,4089,,UMLAZI
UMLAZI E7,4089,,UMLAZI
UMLAZI E9,4089,,UMLAZI
UMLAZI F SECTION,4031,4066,UMLAZI
UMLAZI F1,4089,,UMLAZI
UMLAZI F11,4031,,UMLAZI
UMLAZI F2,4089,,UMLAZI
UMLAZI F3,4031,,UMLAZI
UMLAZI F6,4031,,UMLAZI
UMLAZI F9,4031,,UMLAZI
UMLAZI FX6,4031,,UMLAZI
UMLAZI GLEBE,4089,,UMLAZI
UMLAZI GX4,4031,,UMLAZI
UMLAZI GX5,4148,,UMLAZI
UMLAZI GX8-9,4031,,UMLAZI
UMLAZI H1,4148,,UMLAZI
UMLAZI HX1,4148,,UMLAZI
UMLAZI HX14,4031,,UMLAZI
UMLAZI HX17,4031,,UMLAZI
UMLAZI HX4,4031,,UMLAZI
UMLAZI J SECTION,,4066,UMLAZI
UMLAZI K SECTION,,4066,UMLAZI
UMLAZI L SECTION,,4066,UMLAZI
UMLAZI N,4031,4066,UMLAZI
UMLAZI NEW VILLAGE,4031,,UMLAZI
UMLAZI P SECTION,,4066,UMLAZI
UMLAZI Q,4089,4066,UMLAZI
UMLAZI S1,4089,,UMLAZI
UMLAZI T,4089,,UMLAZI
UMLAZI V4,4089,,UMLAZI
UMLAZI V6,4089,,UMLAZI
UMLAZI W SECTION,,4066,UMLAZI
UMLAZI WHITE CITY,4031,,UMLAZI
UMLAZI Y SECTION,,4066,UMLAZI
UMNGAZANA,5120,,PORT ST JOHNS
UMNGAZI MOUTH,5120,,PORT ST JOHNS
UMNONJANENI,,1632,TEMBISA
UMNONJANENI EXT 5,,1632,TEMBISA
UMNONJANENI UIT 5,,1632,TEMBISA
UMSUNDUZE,4342,,NDWEDWE
UMSUNDUZI,3680,,CATO RIDGE
UMTATA,5099,5100,-
UMTATA MOUTH,5100,,MTHATHA
UMTATA NORTH,5127,,MTHATHA
UMTATA-NOORD,5127,,MTHATHA
UMTENTWENI,4235,,-
UMTHAMBEKA,,1632,TEMBISA
UMTHAMBEKA EXT 11,,1632,TEMBISA
UMTHAMBEKA UIT 11,,1632,TEMBISA
UMVOTI SLOPES,3259,,DALTON
UMVOTIKLOOF,3262,,GREYTOWN
UMVUZANE,,3610,
UMZIMHLE,2627,,ORKNEY
UMZIMKHULU,3297,,-
UMZIMKULU MILL,4240,,PORT SHEPSTONE
UMZINTO,4200,,-
UMZINTO STA,4201,,UMZINTO
UMZINYATHI,,4309,INANDA
UMZUMBE,4225,4225,
UNATHI,,7750,GUGULETU
UNDERBERG,3257,,-
UNIBELL,7539,,BELLVILLE
UNIEDAL,7612,7600,STELLENBOSCH
UNIEPARK,,7600,STELLENBOSCH
UNIFIED,,1709,FLORIDA
UNIFIED EXT 4,,1709,FLORIDA
UNIFIED UIT 4,,1709,FLORIDA
UNIFOUND,,5319,QUEENSTOWN
UNIGRAY,,2197,JOHANNESBURG
UNION,,1401,GERMISTON
UNION EXT 1,,1401,GERMISTON
UNION UIT 1,,1401,GERMISTON
UNION EXT 10,,1401,GERMISTON
UNION UIT 10,,1401,GERMISTON
UNION EXT 11,,1401,GERMISTON
UNION UIT 11,,1401,GERMISTON
UNION EXT 12,,1401,GERMISTON
UNION UIT 12,,1401,GERMISTON
UNION EXT 13,,1401,GERMISTON
UNION UIT 13,,1401,GERMISTON
UNION EXT 14,,1401,GERMISTON
UNION UIT 14,,1401,GERMISTON
UNION EXT 3,,1401,GERMISTON
UNION UIT 3,,1401,GERMISTON
UNION EXT 4,,1401,GERMISTON
UNION UIT 4,,1401,GERMISTON
UNION EXT 6,,1401,GERMISTON
UNION UIT 6,,1401,GERMISTON
UNION EXT 7,,1401,GERMISTON
UNION UIT 7,,1401,GERMISTON
UNION SETTLEMENTS,,1401,GERMISTON
UNIONDALE,6460,6460,-
UNIQUE HOMES,,9323,KAGISANONG
UNISA,0003,,PRETORIA
UNISARAND,0148,,PRETORIA
UNISEL,9477,,WELKOM
UNIT ONE,9783,9783,THABA NCHU
UNITAS PARK,1942,1943,VEREENIGING
UNITAS PARK EXT 1,,1943,VEREENIGING
UNITAS PARK UIT 1,,1943,VEREENIGING
UNITAS PARK EXT 3,1942,1943,-
UNITAS PARK UIT 3,1942,1943,-
UNITRA,5117,,MTHATHA
UNIVERSITAS,9321,9301,BLOEMFONTEIN
UNIVERSITAS RIDGE,,9301,BLOEMFONTEIN
UNIVERSITASRIF,,9301,BLOEMFONTEIN
UNIVERSITAS WES,,9301,BLOEMFONTEIN
UNIVERSITAS WEST,,9301,BLOEMFONTEIN
UNIVERSITEITSOORD,,7600,STELLENBOSCH
UNIVERSITY EST,,7925,WOODSTOCK
UNIVERSITEIT LGD,,7925,WOODSTOCK
UNIVERSITY OF BLOEMFONTEIN,,9301,BLOEMFONTEIN
UNIVERSITEIT VAN BLOEMFONTEIN,,9301,BLOEMFONTEIN
UNIVERSITY OF KWAZULU NATAL,4041,,DURBAN
UNIVERSITEIT VAN KWAZULU NATAL,4041,,DURBAN
UNIVERSITY OF PORT ELIZABETH,6031,,PORT ELIZABETH
UNIVERSITY OF POTCHEFSTROOM,,2531,POTCHEFSTROOM
UNIVERSITEIT VAN POTCHEFSTROOM,,2531,POTCHEFSTROOM
UPINGTON,8800,8801,-
UPINGTON EXT 12,,8801,UPINGTON
UPINGTON UIT 12,,8801,UPINGTON
UPINGTON EXT 19,,8801,UPINGTON
UPINGTON UIT 19,,8801,UPINGTON
UPINGTON EXT 40,,8801,UPINGTON
UPINGTON UIT 40,,8801,UPINGTON
UPINGTON EXT 41,,8801,UPINGTON
UPINGTON UIT 41,,8801,UPINGTON
UPINGTON EXT 42,,8801,UPINGTON
UPINGTON UIT 42,,8801,UPINGTON
UPPER AGNES,5435,,DORDRECHT
UPPER CLAREMONT,,7708,CLAREMONT
UPPER FERNCLIFFE,,3201,PIETERMARITZBURG
UPPER NCUNCUZO,5380,,COFIMVABA
UPPER NSELENI,3884,,EMPANGENI
UPPER TONGAAT,4402,,TONGAAT
UPPER TSOJANA,5380,,COFIMVABA
UPPER WYNBERG,,7800,PLUMSTEAD
URANIAVILLE,,2571,KLERKSDORP
URBANVILLE,,6529,GEORGE
USUTU,0624,,POTGIETERSRUS
UTHOKOZANI,1346,,-
UTILITY,,8301,KIMBERLEY
UTJANE,0743,,MASHASHANE
UTLWANANG,2784,,MAFIKENG
UTLWANENG,2680,2680,CHRISTIANA
UTRECHT,2980,2980,
UTSANE,0770,,POLOKWANE
UVONGO,4270,,-
UYAYA,3269,,KRANSKOP
VAAL DAM,6300,,HUMANSDORP
VAAL MARINA,1945,,-
VAAL OEWERS,,1911,VANDERBIJLPARK
VAAL PLAAS,,1911,VANDERBIJLPARK
VAAL REEF,2621,2621,ORKNEY
VAALBANK,3145,,HLOBANE
VAALBANK,,1055,MIDDELBURG
VAALBLOK,,6445,WILLOWMORE
VAALFONTEIN,,1911,VANDERBIJLPARK
VAALHOEK,3291,,MERRIVALE
VAALKOP,2922,,-
VAALOEWER,,1902,VANDERBIJLPARK
VAALPARK,1948,1947,SASOLBURG
VAALPARK,,2619,ORKNEY
VAALTYN,0650,,POTGIETERSRUS
VAALWATER,8240,,SPRINGBOK
VAALWATER,0530,,-
VAL,2425,,STANDERTON
VAL-DE-GRACE,,0184,SILVERTON
VAL-DE-GRACE EXT 4,,0184,SILVERTON
VAL-DE-GRACE UIT 4,,0184,SILVERTON
VAL-DE-GRACE EXT 5,,0184,SILVERTON
VAL-DE-GRACE UIT 5,,0184,SILVERTON
VAL-DE-GRACE EXT 6,,0184,SILVERTON
VAL-DE-GRACE UIT 6,,0184,SILVERTON
VALDEZIA,0935,0935,LOUIS TRICHARDT
VALDIN HEIGHTS,,4339,VERULAM
VALELO'S REST,5419,,LADY FRERE
VALENCIA,,6105,ADDO
VALENCIA GARDENS,,4037,MARBLE RAY
VALENCIA PARK,,1201,NELSPRUIT
VALENTIA,6105,,ADDO
VALERIEDENE,,2195,JOHANNESBURG
VALFONTEIN,0472,,-
VALHALLA,0137,0185,PRETORIA
VALHALLA PARK,,7490,MATROOSFONTEIN
VALLEISIG,,6229,UITENHAGE
VALLEY EST,,7806,HOUT BAY
VALLEY LGD,,7806,HOUT BAY
VALMARY PARK,,7550,DURBANVILLE
VALRAY,5080,,MQANDULI
VALSPAN,8553,,JAN KEMPDORP
VALTAKI,1027,,BRONKHORSTSPRUIT
VALYLAND,7978,,FISH HOEK
VAN COLLER PARK,,5319,QUEENSTOWN
VAN DER HOFFPARK,,2531,POTCHEFSTROOM
VAN DER MERWESKROON,,1929,-
VAN DER STEL,,6025,PORT ELIZABETH
VAN DER STEL,,7130,SOMERSET WEST
VAN DER WALT PARK,,4052,DURBAN
VAN DYKPARK,1485,1459,BOKSBURG
VAN DYKSDRIF,2245,,-
VAN REENEN,3372,,HARRISMITH
VAN RHYN SIHS,1513,,PUTFONTEIN
VAN RHYN KHW,1513,,PUTFONTEIN
VAN RIEBEECK HEIGHTS,,6229,
VAN RIEBEECKHOOGTE,,6229,
VAN RIEBEECKPARK,1629,1619,KEMPTON PARK
VAN RIEBEECKPARK,,6850,WORCESTER
VAN RIEBEECKPARK,,3370,LADYSMITH
VAN RIEBEECKPARK EXT 1,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 1,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 10,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 10,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 15,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 15,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 16,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 16,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 19,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 19,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 2,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 2,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 20,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 20,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 3,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 3,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 4,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 4,,1619,KEMPTON PARK
VAN RIEBEECKPARK EXT 7,,1619,KEMPTON PARK
VAN RIEBEECKPARK UIT 7,,1619,KEMPTON PARK
VAN RIEBEECKSHOF,,7530,BELLVILLE
VAN RIEBEECKSTRAND,,7441,MELKBOSSTRAND
VAN STADENSRUS,9945,,ZASTRON
VAN VAALTS HOF,,1911,VANDERBIJLPARK
VAN WYKSVLEI,,7655,WELLINGTON
VAN ZYLSRUS,8467,,HOTAZEL
VANDERBIJLPARK,1900,1911,-
VANDERKLOOF,8771,,-
VANDERMERWESKROON AG HS,,1939,VEREENIGING
VANDIA GROVE,,2194,JOHANNESBURG
VANDIA GROVE EXT 1,,2194,JOHANNESBURG
VANDIA GROVE UIT 1,,2194,JOHANNESBURG
VANES EST,,6229,UITENHAGE
VANES LGD,,6229,UITENHAGE
VANGUARD EST,,7764,ATHLONE
VANGUARD LGD,,7764,ATHLONE
VANRHYNSDORP,8170,8170,-
VANRIEBEECKSHOF,7540,,BELLVILLE
VANROVA,,4399,TONGAAT
VANWYKSDORP,6690,,LADISMITH
VANWYKSVLEI,8922,8922,CARNARVON
VASCO,,7460,GOODWOOD
VASFONTEIN,0120,,PYRAMID
VEEPLAAS,6201,,ZWIDE
VEGKOP,,9650,HEILBRON
VELABUSHA,3984,,JOZINI
VELD AND VLEI,3900,3900,RICHARDS BAY
VELDDRIF,7365,7365,-
VELIHILL,5170,,TSOLO
VENNING PARK,0139,,PRETORIA
VENTERSBURG,9450,9450,-
VENTERSDORP,2710,2710,-
VENTERSDORP EXT 2,2710,,VENTERSDORP
VENTERSDORP UIT 2,2710,,VENTERSDORP
VENTERSPOS,1782,1779,WESTONARIA
VENTERSTAD,9798,9798,-
VENTERVILLE,,6265,JANSENVILLE
VENTRAL GARDENS,,1034,WITBANK
VERDRIET,3080,,DANNHAUSER
VERDWAAL,2717,,ITSOSENG
VEREENIGING,1930,1939,-
VEREENIGING EXT 1,,1939,VEREENIGING
VEREENIGING UIT 1,,1939,VEREENIGING
VEREENIGING EXT 2,,1939,VEREENIGING
VEREENIGING UIT 2,,1939,VEREENIGING
VEREENIGING EXT 3,,1939,VEREENIGING
VEREENIGING UIT 3,,1939,VEREENIGING
VEREENIGING EXT 6,,1939,VEREENIGING
VEREENIGING UIT 6,,1939,VEREENIGING
VERENA,0458,0458,-
VERGELEE,8622,8622,VRYBURG
VERGELEGEN,,6025,PORT ELIZABETH
VERGENOEG,5460,,ELLIOT
VERGENOEG,,1426,TOKOZA
VERGENOEG,,5209,EAST LONDON
VERGENOEG,,6139,GRAHAMSTOWN
VERGENOEG,,7100,DELFT
VERGENOEG,,8345,MANKURWANE
VERGENOEG,,9459,WELKOM
VERGENOEG,,9750,ALIWAL NORTH
VERGENOEG EXT 8,,8345,MANKURWANE
VERGENOEG UIT 8,,8345,MANKURWANE
VERGESIG,9680,,WESSELSBRON
VERGESIG,,7550,DURBANVILLE
VERKEERDEVLEI,9401,,-
VERKYKERSKOP,9882,,HARRISMITH
VERMAAKLIKHEID,6671,,RIVERSDALE
VERMAAS,2727,,COLIGNY
VERMONT,,7201,ONRUS RIVER
VERNONSPOST,5100,,MTHATHA
VERULAM,4340,4339,-
VERWOERDPARK,1453,1449,ALBERTON
VERWOERDPARK,,8301,KIMBERLEY
VERWOERDPARK EXT,1453,1449,ALBERTON
VERWOERDPARK UIT,1453,1449,ALBERTON
VERWOERDPARK SIHS,,8301,KIMBERLEY
VERWOERDPARK KHW,,8301,KIMBERLEY
VHUFULI,0971,0971,SIBASA
VHULAUDZI,0926,,SIBASA
VICTORIA,,2192,JOHANNESBURG
VICTORIA JUNCTION,8001,8001,CAPE TOWN
VICTORIA MXENGE,,7784,KHAYELITSHA
VICTORIA PARK,,6850,WORCESTER
VICTORIA PARK,,5319,QUEENSTOWN
VICTORIA PARK,,7130,SOMERSET WEST
VICTORIA PARK,,6001,PORT ELIZABETH
VICTORIA PARK,,7570,KRAAIFONTEIN
VICTORIA WEST,7070,7070,-
VICTORIA-WES,7070,7070,-
VICTORY PARK,,2195,JOHANNESBURG
VICTORY ROAD,4240,4240,PORT SHEPSTONE
VIEDGESVILLE,5102,,MTHATHA
VIER BERGEN,7530,,BELLVILLE
VIERFONTEIN,2615,2615,-
VIERLANDEN,,7550,DURBANVILLE
VIETNAM,,7750,GUGULETU
VIETNAM,4089,,NTOKOZWENI
VIETNAM 2,,7750,GUGULETU
VIEWCREST,,2192,JOHANNESBURG
VIKING VILLAGE,,7460,GOODWOOD
VIKINGVALE,,6025,PORT ELIZABETH
VILJOENSKROON,9520,9520,-
VILLA BIANCA,7530,,BELLVILLE
VILLA DE VIE,,7560,BRACKENFELL
VILLA LISA,1479,1459,BOKSBURG
VILLA NORA,0607,,POTGIETERSRUS
VILLA PALMA,,7580,KUILSRIVIER
VILLA ROSA,,0157,CENTURION
VILLAGE DEEP,,2001,JOHANNESBURG
VILLAGE MAIN,,2001,JOHANNESBURG
VILLAGE MEWS,4400,4399,TONGAAT
VILLAGE OF HAPPINESS,4280,,MARGATE
VILLAGE PARK,4400,4399,TONGAAT
VILLIERIA,,0186,PRETORIA
VILLIERS,9840,9840,-
VILLIERSDORP,6848,6848,-
VINCENT,5217,5247,EAST LONDON
VINCENT GARDENS,,5247,EAST LONDON
VINCENT HEIGHTS,,5247,EAST LONDON
VINCENT HEIGHTS EAST,,5241,EAST LONDON
VINCENT HEIGHTS-OOS,,5241,EAST LONDON
VINCENT HEIGHTS WEST,,5247,EAST LONDON
VINCENT HEIGHTS-WES,,5247,EAST LONDON
VIOOLSDRIF,8246,,
VIRGINIA,9430,9431,FREE STATE
VIRGINIA,,4051,DURBAN NORTH
VISAGIEPARK,,1491,NIGEL
VISGAT,0539,,NYLSTROOM
VISKUIL,,1559,SPRINGS
VISSERHOEK,0251,,-
VISTA VIEW,,0122,MAMELODI
VITA NOVA EST,,7945,TOKAI
VITA NOVA LGD,,7945,TOKAI
VIVO,0924,0924,LOUIS TRICHARDT
VLAEBERG,8018,,CAPE TOWN
VLAKDRIF,0342,,RUSTENBURG
VLAKDRIFT,,1739,KRUGERSDORP
VLAKFONTEIN,,1754,KAGISO
VLAKFONTEIN,1821,,LENASIA
VLAKFONTEIN,,1550,TSAKANE
VLAKPLAAS,,1739,KRUGERSDORP
VLAKPOORT,2491,2491,VOLKSRUST
VLAKTEPLAAS,6631,,OUDTSHOORN
VLEIFONTEIN LOC,0948,,MUNZHEDZI
VLEIKOP,,1759,RANDFONTEIN
VLEIVIEW,,7230,CALEDON
VLOTTENBURG,7604,,STELLENBOSCH
VOELKLIP,,7200,HERMANUS
VOELVLEI,,7580,KUILS RIVER
VOLKSRUST,2470,2470,-
VOLLGRAAFFSIG,8824,,UPINGTON
VOLMOED,6624,,OUDTSHOORN
VOLSTRUIS VALLEY,,6250,STEYTLERVILLE
VOLTARGO,2226,,WITBANK
VON GEUSAU PARK,,1911,-
VONGANI,0930,0930,GIYANI
VOORBAAI,,6506,MOSSEL BAY
VOORBRUG,,7100,EERSTE RIVER
VOORREG,0451,,MARBLE HALL
VOORSPOED,9460,,WELKOM
VOORUITSIG PRISON,,9499,KROONSTAD
VOORUITSIG GEVANGENIS,,9499,KROONSTAD
VOORUITSTREWEND,1005,,CULLINAN
VORENTOE,0259,,BRITS
VORNA VALLEY,1686,1686,HALFWAY HOUSE
VORNA VALLEY EXT 2,1686,1686,HALFWAY HOUSE
VORNA VALLEY UIT 2,1686,1686,HALFWAY HOUSE
VORNA VALLEY EXT 30,1686,1686,HALFWAY HOUSE
VORNA VALLEY UIT 30,1686,1686,HALFWAY HOUSE
VORNA VALLEY EXT 35,1686,1686,HALFWAY HOUSE
VORNA VALLEY UIT 35,1686,1686,HALFWAY HOUSE
VORSTERSHOOP,8615,8615,VRYBURG
VORSTERSKROON,1490,,NIGEL
VOSBURG,8780,,DE AAR
VOSLOORUS,1486,1475,RUSLOO
VOSLOORUS EXT 10,,1475,RUSLOO
VOSLOORUS UIT 10,,1475,RUSLOO
VOSLOORUS EXT 11,,1475,RUSLOO
VOSLOORUS UIT 11,,1475,RUSLOO
VOSLOORUS EXT 13,,1475,RUSLOO
VOSLOORUS UIT 13,,1475,RUSLOO
VOSLOORUS EXT 14,,1475,RUSLOO
VOSLOORUS UIT 14,,1475,RUSLOO
VOSLOORUS EXT 16,,1475,RUSLOO
VOSLOORUS UIT 16,,1475,RUSLOO
VOSLOORUS EXT 2,,1475,RUSLOO
VOSLOORUS UIT 2,,1475,RUSLOO
VOSLOORUS EXT 22,,1475,RUSLOO
VOSLOORUS UIT 22,,1475,RUSLOO
VOSLOORUS EXT 23,,1475,RUSLOO
VOSLOORUS UIT 23,,1475,RUSLOO
VOSLOORUS EXT 25,,1475,RUSLOO
VOSLOORUS UIT 25,,1475,RUSLOO
VOSLOORUS EXT 26,,1475,RUSLOO
VOSLOORUS UIT 26,,1475,RUSLOO
VOSLOORUS EXT 28,,1475,RUSLOO
VOSLOORUS UIT 28,,1475,RUSLOO
VOSLOORUS EXT 29,,1475,RUSLOO
VOSLOORUS UIT 29,,1475,RUSLOO
VOSLOORUS EXT 3,,1475,RUSLOO
VOSLOORUS UIT 3,,1475,RUSLOO
VOSLOORUS EXT 30,,1475,RUSLOO
VOSLOORUS UIT 30,,1475,RUSLOO
VOSLOORUS EXT 4,,1475,RUSLOO
VOSLOORUS UIT 4,,1475,RUSLOO
VOSLOORUS EXT 5,,1475,RUSLOO
VOSLOORUS UIT 5,,1475,RUSLOO
VOSLOORUS EXT 6,,1475,RUSLOO
VOSLOORUS UIT 6,,1475,RUSLOO
VOSLOORUS EXT 7,,1475,RUSLOO
VOSLOORUS UIT 7,,1475,RUSLOO
VOSLOORUS EXT 8,,1475,RUSLOO
VOSLOORUS UIT 8,,1475,RUSLOO
VOSLOORUS EXT 9,,1475,RUSLOO
VOSLOORUS UIT 9,,1475,RUSLOO
VOSLOORUS SOUTH,1473,,RUSLOO
VOSLOORUS-SUID,1473,,RUSLOO
VOSMAN,,1034,WITBANK
VRAYVILLE,9978,,FAURESMITH
VREDE,9835,9835,-
VREDEDORP,2141,2092,JOHANNESBURG
VREDEFORT,9595,9595,-
VREDEHOEK,,8001,CAPE TOWN
VREDEKLOOF,,7560,BRACKENFELL
VREDEKLOOF HEIGHTS,,7560,BRACKENFELL
VREDEKLOOF HOOGTE,,7560,BRACKENFELL
VREDEKLOOF PARK,,7560,BRACKENFELL
VREDEKLOOF TERRACES,,7560,BRACKENFELL
VREDEKLOOF VILLAGE,,7560,BRACKENFELL
VREDELUST EST,,7530,BELLVILLE
VREDELUST LGD,,7530,BELLVILLE
VREDENBERG,,7530,BELLVILLE
VREDENBURG,7380,7380,-
VREDENDAL,8160,8160,-
VREDENDAL NORTH,8161,8160,CAPE TOWN
VREDENDAL-NOORD,8161,8160,CAPE TOWN
VREDEPARK,,2092,JOHANNESBURG
VRIJZEE,,7460,GOODWOOD
VRISCHGEWAAGT,2776,,DELAREYVILLE
VRYBURG,8600,8601,-
VRYGROND,,7945,RETREAT
VRYHEID,3100,3100,
VRYKYK,,7646,PAARL
VUHEHLI,0844,,GIYANI
VUKANI,3934,,-
VUKANI LOCATION,,6139,
VUKANI LOKASIE,,6139,
VUKAZI,4960,,BUTTERWORTH
VUKUZAKHE,2470,,VOLKSRUST
VUKUZENZELE,,1928,SHARPEVILLE
VUKUZENZELE,,9323,BLOEMFONTEIN
VULCANIA,1554,,BRAKPAN
VULEKA,3855,,NKANDLA
VULIKWAPA,5000,,IDUTYWA
VULINDLELA HEIGHTS,5143,,
VULINDLELAHOOGTE,5143,,
VULLY VALLEY,,4960,BUTTERWORTH
VULLY VALLEI,,4960,BUTTERWORTH
VUMANHLAMVU,3858,,NKANDLA
VUMBEKA,5090,,MOUNT FRERE
VUSIMUZI,1691,1632,TEMBISA
VUSUSHABA,4246,,MEHLOMNYAMA
VUWANI,0952,0952,
VUYANI,0931,0931,GIYANI
VUYOLWETHU,,6250,STEYTLERVILLE
VYEBOOM,7171,,GRABOUW
VYGEBOOM,,7550,DURBANVILLE
WADEVILLE,1422,1428,GERMISTON
WAGTERSKOP EXT,1780,,WESTONARIA
WAGTERSKOP UIT,1780,,WESTONARIA
WAKKERSTROOM,2480,2480,-
WALDRIFT,,1939,VEREENIGING
WALES,1360,,ACORNHOEK
WALKERVILLE,1876,1961,MEYERTON
WALKRAAL B,0477,,SIYABUSWA
WALLACEDENE,7570,,KRAAIFONTEIN
WALMER,6065,6070,PORT ELIZABETH
WALMER DOWNS,,6070,PORT ELIZABETH
WALMER EST,,7925,WOODSTOCK
WALMER LGD,,7925,WOODSTOCK
WALMER HEIGHTS,,6070,PORT ELIZABETH
WALMERHOOGTE,,6070,PORT ELIZABETH
WALMER TSP,,6070,PORT ELIZABETH
WALMER DGD,,6070,PORT ELIZABETH
WALTLOO,,0184,SILVERTON
WAMAKERSVALLEI,7656,7655,WELLINGTON
WANDSBECK,3631,,WESTVILLE
WANGU,4493,,-
WANNENBURG,,1401,GERMISTON
WANNENBURGHOOGTE,,1401,GERMISTON
WAPADRAND,0050,0081,PRETORIA
WAPADRAND EXT 1,0050,0081,WAPADRAND
WAPADRAND UIT 1,0050,0081,WAPADRAND
WAPADRAND EXT 11,,0081,WAPADRAND
WAPADRAND UIT 11,,0081,WAPADRAND
WAPADRAND EXT 3,0050,0081,WAPADRAND
WAPADRAND UIT 3,0050,0081,WAPADRAND
WAPADRAND EXT 6,0050,0081,WAPADRAND
WAPADRAND UIT 6,0050,0081,WAPADRAND
WARBURTON,2333,,ERMELO
WARDEN,9890,9890,-
WARMBATHS,0480,0480,-
WARMBAD,0480,0480,-
WARMBATHS EXT 1,,0480,WARMBATHS
